year,month,day,day_of_week,temperature,rain,solar,snow,wind,wind_dir,pressure,humidity,cloud
2018,11,21,wednesday,11.6,1.5,11.25,0,1.6,NW,1018.4,70,5.3
2018,11,22,thursday,10.7,4.0,2.98,0,2.0,NNW,1008.6,81,7.5
2018,11,23,friday,10.8,0,12.47,0,2.3,NNW,1016.0,51,4.3
2018,11,24,saturday,9.4,0,6.66,0,2.0,NNE,1022.5,60,8.0
2018,11,25,sunday,10.1,0,11.80,0,2.0,NNW,1020.0,69,8.3
2018,11,26,monday,12.4,0,9.96,0,1.9,ENE,1020.3,70,9.8
2018,11,27,tuesday,13.8,0.0,9.17,0,1.9,NNW,1017.8,76,5.5
2018,11,28,wednesday,14.1,0.0,10.34,0,1.6,NNW,1013.6,74,5.0
2018,11,29,thursday,12.8,0.5,7.84,0,2.5,NE,1015.5,74,10.0
2018,11,30,friday,12.4,0,11.98,0,2.4,NNW,1018.4,56,2.8
2018,12,1,saturday,12.0,0,11.23,0,2.7,NNW,1017.8,57,5.3
2018,12,2,sunday,10.0,0.0,3.70,0,2.2,NNW,1026.7,58,10.0
2018,12,3,monday,13.2,0.0,6.13,0,1.5,NNW,1022.0,69,10.0
2018,12,4,tuesday,17.7,0.0,9.54,0,2.9,S,1011.2,76,9.3
2018,12,5,wednesday,16.8,0.0,4.16,0,3.1,NNW,1014.4,60,8.5
2018,12,6,thursday,10.1,18.0,1.66,0,2.4,NNW,1014.3,92,10.0
2018,12,7,friday,12.2,0,6.52,0,1.8,NW,1007.6,85,10.0
2018,12,8,saturday,9.3,0,7.57,0,2.3,NNW,1012.4,66,7.3
2018,12,9,sunday,7.8,0,7.96,0,3.1,NNW,1019.3,43,8.3
2018,12,10,monday,5.9,0,5.36,0,2.5,NNW,1025.3,52,6.3
2018,12,11,tuesday,4.7,7.0,2.97,0,2.4,NNW,1025.9,72,7.5
2018,12,12,wednesday,6.9,15.0,4.16,0,3.4,NNW,1011.1,83,9.0
2018,12,13,thursday,6.7,0.5,4.11,0,2.6,NNW,1016.8,62,6.8
2018,12,14,friday,6.3,0,11.05,0,4.0,NNW,1017.9,52,3.5
2018,12,15,saturday,6.1,0,11.76,0,3.3,NNW,1023.0,42,1.3
2018,12,16,sunday,3.3,0.0,4.45,0,1.7,NW,1020.0,66,7.0
2018,12,17,monday,6.6,2.5,7.22,0,1.6,NW,1004.2,84,6.0
2018,12,18,tuesday,8.9,0.0,11.00,0,2.9,NW,1008.4,61,2.5
2018,12,19,wednesday,8.2,0,9.83,0,2.0,NW,1012.4,58,0.5
2018,12,20,thursday,8.7,0,9.80,0,1.6,NE,1016.2,64,6.3
2018,12,21,friday,8.9,0.0,10.68,0,1.8,NNW,1021.2,62,3.3
2018,12,22,saturday,9.0,0.5,2.99,0,1.7,NNW,1016.2,76,9.3
2018,12,23,sunday,9.9,0.5,2.50,0,1.7,NW,1011.7,87,9.8
2018,12,24,monday,8.2,0,10.91,0,4.0,NNW,1013.2,48,2.3
2018,12,25,tuesday,5.8,0,10.35,0,1.8,NNW,1018.5,52,7.3
2018,12,26,wednesday,7.3,0,6.86,0,1.6,NNW,1011.5,58,7.3
2018,12,27,thursday,9.0,0,10.07,0,2.3,NW,1003.9,54,3.0
2018,12,28,friday,4.8,0,12.00,0,4.6,NW,1008.3,36,0.5
2018,12,29,saturday,4.3,0,10.98,0,3.1,NW,1012.8,35,2.0
2018,12,30,sunday,4.8,0,12.00,0,3.9,NNW,1019.7,37,0.3
2018,12,31,monday,4.9,0,11.40,0,2.8,NW,1025.1,44,4.0
