"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年03月08日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A1301","","A1303","","B1101","","#A06601","","#A06602","","#F01301","","#M0210101","","#M0210201",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_１５歳未満人口【人】","注釈","A1303_６５歳以上人口【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","#A06601_婚姻率（人口千人当たり）【‐】","注釈","#A06602_離婚率（人口千人当たり）【‐】","注釈","#F01301_完全失業率【％】","注釈","#M0210101_仕事の平均時間［有業者・男］【分】","注釈","#M0210201_仕事の平均時間［有業者・女］【分】","注釈"
"2004100000","2004年度","05000","秋田県","","1,156,000","","143,000","","302,000","","1,161,222","","4.36","","1.76","","***","","***","","***",""
"2004100000","2004年度","06000","山形県","","1,224,000","","167,000","","305,000","","932,339","","4.86","","1.75","","***","","***","","***",""
"2004100000","2004年度","07000","福島県","","2,102,000","","312,000","","466,000","","1,378,275","","5.03","","2.07","","***","","***","","***",""
"2004100000","2004年度","08000","茨城県","","2,982,000","","424,000","","553,000","","609,568","","5.34","","2.01","","***","","***","","***",""
"2004100000","2004年度","09000","栃木県","","2,016,000","","287,000","","379,000","","640,828","","5.62","","2.11","","***","","***","","***",""
"2004100000","2004年度","10000","群馬県","","2,027,000","","290,000","","406,000","","636,316","","5.39","","1.98","","***","","***","","***",""
"2004100000","2004年度","11000","埼玉県","","7,046,000","","1,000,000","","1,093,000","","379,730","","5.84","","2.11","","***","","***","","***",""
"2004100000","2004年度","12000","千葉県","","6,047,000","","822,000","","1,015,000","","515,664","","5.88","","2.15","","***","","***","","***",""
"2004100000","2004年度","13000","東京都","","12,482,000","","1,491,000","","2,227,000","","218,694","","6.78","","2.17","","***","","***","","***",""
"2004100000","2004年度","14000","神奈川県","","8,753,000","","1,209,000","","1,414,000","","241,585","","6.41","","2.19","","***","","***","","***",""
"2004100000","2004年度","15000","新潟県","","2,445,000","","330,000","","573,000","","1,258,260","","4.73","","1.57","","***","","***","","***",""
"2004100000","2004年度","16000","富山県","","1,115,000","","149,000","","254,000","","424,734","","5.01","","1.60","","***","","***","","***",""
"2004100000","2004年度","17000","石川県","","1,178,000","","168,000","","240,000","","418,543","","5.25","","1.76","","***","","***","","***",""
"2004100000","2004年度","18000","福井県","","824,000","","121,000","","183,000","","418,922","","5.01","","1.72","","***","","***","","***",""
"2004100000","2004年度","19000","山梨県","","886,000","","129,000","","189,000","","446,537","","5.17","","1.95","","***","","***","","***",""
"2004100000","2004年度","20000","長野県","","2,206,000","","313,000","","512,000","","1,358,522","","5.17","","1.87","","***","","***","","***",""
"2004100000","2004年度","21000","岐阜県","","2,108,000","","305,000","","428,000","","1,059,818","","5.19","","1.77","","***","","***","","***",""
"2004100000","2004年度","22000","静岡県","","3,791,000","","528,000","","754,000","","777,987","","5.62","","2.03","","***","","***","","***",""
"2004100000","2004年度","23000","愛知県","","7,209,000","","1,089,000","","1,196,000","","516,251","","6.19","","1.97","","***","","***","","***",""
"2004100000","2004年度","24000","三重県","","1,867,000","","265,000","","388,000","","577,660","","5.14","","1.93","","***","","***","","***",""
"2004100000","2004年度","25000","滋賀県","","1,375,000","","213,000","","240,000","","401,736","","5.65","","1.82","","***","","***","","***",""
"2004100000","2004年度","26000","京都府","","2,650,000","","355,000","","519,000","","461,298","","5.33","","2.04","","***","","***","","***",""
"2004100000","2004年度","27000","大阪府","","8,825,000","","1,243,000","","1,545,000","","189,376","","5.99","","2.46","","***","","***","","***",""
"2004100000","2004年度","28000","兵庫県","","5,592,000","","795,000","","1,066,000","","839,410","","5.41","","2.09","","***","","***","","***",""
"2004100000","2004年度","29000","奈良県","","1,428,000","","200,000","","273,000","","369,109","","5.01","","1.92","","***","","***","","***",""
"2004100000","2004年度","30000","和歌山県","","1,045,000","","143,000","","244,000","","472,582","","4.79","","2.31","","***","","***","","***",""
"2004100000","2004年度","31000","鳥取県","","610,000","","85,000","","144,000","","350,725","","5.27","","2.19","","***","","***","","***",""
"2004100000","2004年度","32000","島根県","","747,000","","98,000","","200,000","","670,729","","4.60","","1.65","","***","","***","","***",""
"2004100000","2004年度","33000","岡山県","","1,959,000","","278,000","","429,000","","711,272","","5.22","","2.05","","***","","***","","***",""
"2004100000","2004年度","34000","広島県","","2,879,000","","406,000","","588,000","","847,775","","5.46","","1.99","","***","","***","","***",""
"2004100000","2004年度","35000","山口県","","1,502,000","","197,000","","366,000","","611,117","","4.78","","1.97","","***","","***","","***",""
"2004100000","2004年度","36000","徳島県","","814,000","","108,000","","194,000","","414,548","","4.74","","2.03","","***","","***","","***",""
"2004100000","2004年度","37000","香川県","","1,016,000","","140,000","","231,000","","187,623","","5.24","","2.07","","***","","***","","***",""
"2004100000","2004年度","38000","愛媛県","","1,475,000","","199,000","","344,000","","567,703","","4.98","","2.18","","***","","***","","***",""
"2004100000","2004年度","39000","高知県","","802,000","","104,000","","203,000","","710,494","","4.70","","2.24","","***","","***","","***",""
"2004100000","2004年度","40000","福岡県","","5,050,000","","712,000","","970,000","","497,521","","5.64","","2.35","","***","","***","","***",""
"2004100000","2004年度","41000","佐賀県","","870,000","","132,000","","192,000","","243,954","","5.03","","1.97","","***","","***","","***",""
"2004100000","2004年度","42000","長崎県","","1,490,000","","214,000","","341,000","","409,464","","4.76","","2.11","","***","","***","","***",""
"2004100000","2004年度","43000","熊本県","","1,848,000","","267,000","","429,000","","740,466","","5.02","","2.14","","***","","***","","***",""
"2004100000","2004年度","44000","大分県","","1,214,000","","167,000","","289,000","","633,915","","5.04","","2.13","","***","","***","","***",""
"2004100000","2004年度","45000","宮崎県","","1,159,000","","169,000","","265,000","","773,477","","5.20","","2.40","","***","","***","","***",""
"2004100000","2004年度","46000","鹿児島県","","1,763,000","","256,000","","430,000","","918,754","","5.03","","2.10","","***","","***","","***",""
"2004100000","2004年度","47000","沖縄県","","1,353,000","","253,000","","219,000","","227,432","","6.38","","2.71","","***","","***","","***",""
"2003100000","2003年度","01000","北海道","","5,663,000","","745,000","","1,147,000","","7,841,857","","5.71","","2.71","","***","","***","","***",""
"2003100000","2003年度","02000","青森県","","1,459,000","","207,000","","312,000","","960,675","","4.89","","2.50","","***","","***","","***",""
"2003100000","2003年度","03000","岩手県","","1,401,000","","199,000","","328,000","","1,527,863","","4.85","","1.90","","***","","***","","***",""
"2003100000","2003年度","04000","宮城県","","2,369,000","","335,000","","449,000","","728,530","","5.77","","2.15","","***","","***","","***",""
"2003100000","2003年度","05000","秋田県","","1,165,000","","148,000","","299,000","","1,161,222","","4.54","","1.85","","***","","***","","***",""
"2003100000","2003年度","06000","山形県","","1,230,000","","171,000","","302,000","","932,339","","5.01","","1.81","","***","","***","","***",""
"2003100000","2003年度","07000","福島県","","2,110,000","","319,000","","461,000","","1,378,275","","5.21","","2.18","","***","","***","","***",""
"2003100000","2003年度","08000","茨城県","","2,985,000","","432,000","","541,000","","609,568","","5.57","","2.11","","***","","***","","***",""
"2003100000","2003年度","09000","栃木県","","2,014,000","","290,000","","373,000","","640,828","","5.78","","2.15","","***","","***","","***",""
"2003100000","2003年度","10000","群馬県","","2,030,000","","294,000","","398,000","","636,316","","5.54","","2.09","","***","","***","","***",""
"2003100000","2003年度","11000","埼玉県","","7,028,000","","1,007,000","","1,046,000","","379,730","","5.97","","2.19","","***","","***","","***",""
"2003100000","2003年度","12000","千葉県","","6,030,000","","826,000","","977,000","","515,661","","6.16","","2.22","","***","","***","","***",""
"2003100000","2003年度","13000","東京都","","12,388,000","","1,475,000","","2,163,000","","218,694","","6.84","","2.28","","***","","***","","***",""
"2003100000","2003年度","14000","神奈川県","","8,702,000","","1,205,000","","1,359,000","","241,569","","6.67","","2.26","","***","","***","","***",""
"2003100000","2003年度","15000","新潟県","","2,455,000","","339,000","","565,000","","1,258,248","","4.86","","1.65","","***","","***","","***",""
"2003100000","2003年度","16000","富山県","","1,116,000","","151,000","","250,000","","424,734","","5.05","","1.71","","***","","***","","***",""
"2003100000","2003年度","17000","石川県","","1,179,000","","170,000","","236,000","","418,539","","5.32","","1.83","","***","","***","","***",""
"2003100000","2003年度","18000","福井県","","827,000","","123,000","","182,000","","418,901","","5.30","","1.78","","***","","***","","***",""
"2003100000","2003年度","19000","山梨県","","888,000","","131,000","","186,000","","446,537","","5.41","","1.98","","***","","***","","***",""
"2003100000","2003年度","20000","長野県","","2,210,000","","320,000","","505,000","","1,358,522","","5.52","","1.95","","***","","***","","***",""
"2003100000","2003年度","21000","岐阜県","","2,110,000","","310,000","","419,000","","1,059,818","","5.27","","1.83","","***","","***","","***",""
"2003100000","2003年度","22000","静岡県","","3,790,000","","537,000","","735,000","","777,981","","5.76","","2.13","","***","","***","","***",""
"2003100000","2003年度","23000","愛知県","","7,170,000","","1,085,000","","1,158,000","","516,215","","6.27","","2.08","","***","","***","","***",""
"2003100000","2003年度","24000","三重県","","1,864,000","","269,000","","381,000","","577,656","","5.45","","2.09","","***","","***","","***",""
"2003100000","2003年度","25000","滋賀県","","1,368,000","","214,000","","236,000","","401,736","","5.84","","1.90","","***","","***","","***",""
"2003100000","2003年度","26000","京都府","","2,650,000","","357,000","","508,000","","461,297","","5.46","","2.12","","***","","***","","***",""
"2003100000","2003年度","27000","大阪府","","8,824,000","","1,245,000","","1,497,000","","189,373","","6.14","","2.66","","***","","***","","***",""
"2003100000","2003年度","28000","兵庫県","","5,589,000","","803,000","","1,042,000","","839,334","","5.60","","2.19","","***","","***","","***",""
"2003100000","2003年度","29000","奈良県","","1,434,000","","204,000","","266,000","","369,109","","5.10","","2.06","","***","","***","","***",""
"2003100000","2003年度","30000","和歌山県","","1,052,000","","147,000","","241,000","","472,567","","4.92","","2.39","","***","","***","","***",""
"2003100000","2003年度","31000","鳥取県","","611,000","","87,000","","143,000","","350,721","","5.11","","2.17","","***","","***","","***",""
"2003100000","2003年度","32000","島根県","","752,000","","102,000","","199,000","","670,723","","4.74","","1.70","","***","","***","","***",""
"2003100000","2003年度","33000","岡山県","","1,958,000","","281,000","","423,000","","711,267","","5.39","","2.09","","***","","***","","***",""
"2003100000","2003年度","34000","広島県","","2,879,000","","410,000","","578,000","","847,758","","5.73","","2.20","","***","","***","","***",""
"2003100000","2003年度","35000","山口県","","1,510,000","","201,000","","362,000","","611,094","","4.91","","2.16","","***","","***","","***",""
"2003100000","2003年度","36000","徳島県","","818,000","","110,000","","192,000","","414,546","","4.96","","2.02","","***","","***","","***",""
"2003100000","2003年度","37000","香川県","","1,018,000","","142,000","","228,000","","187,616","","5.38","","2.19","","***","","***","","***",""
"2003100000","2003年度","38000","愛媛県","","1,481,000","","203,000","","341,000","","567,676","","5.14","","2.30","","***","","***","","***",""
